Line Item Date,Item ID,Order ID,Item Name,Currency,Per Unit Quantity,Item Unit,Item Revenue,Modifiers,Modifiers Revenue,Total Revenue,Discounts,Total Discount,Total,VAT Collected,Payment State
09-Jun-2017 12:41 PM BST,1WSDY3H8959X2,HFC60AE5BA8AA,Duck Curry-Com Vit Cari.39,GBP,,,8.50,,,8.50,,,8.50,1.42,Open
09-Jun-2017 12:39 PM BST,6WNQZSJPK4XZC,3C690MMS0WFR2,Pho Tofu,GBP,,,7.95,,,7.95,,,7.95,1.33,Open
09-Jun-2017 12:36 PM BST,W0KSFVB73N1K2,NN4RRQV1DRT04,Pho Welldone,GBP,,,9.00,,,9.00,,,9.00,1.50,Open
09-Jun-2017 12:34 PM BST,583RWV778EW86,2KCR04VPB6Z4P,Beef Lemongrass Bun-Bun Bo Xa.30,GBP,,,7.95,,,7.95,,,7.95,1.33,Paid
09-Jun-2017 12:34 PM BST,NZM2NSC0WVDZY,2KCR04VPB6Z4P,Grilled pork & Spring Roll- Bun Thit Nuong&Nem.29,GBP,,,8.50,,,8.50,,,8.50,1.42,Paid
09-Jun-2017 12:34 PM BST,ZSQPQJVBVD6GR,S79RTWCVAHQRM,Chicken Lemongrass Bun-Bun Ga Xa.31,GBP,,,7.95,,,7.95,,,7.95,1.33,Open
09-Jun-2017 12:23 PM BST,6F0974AZN58RR,JTTAAEWTHF4RP,Chicken Pho-Pho Ga.20,GBP,,,7.95,,,7.95,,,7.95,1.33,Open
09-Jun-2017 12:27 PM BST,4C3W996BTB82J,MZA1Z523SF4ME,Teas,GBP,,,0.00,Green Tea (DPCNRVP9FP0Q0) £2.00,2.00,2.00,,,2.00,0.33,Paid
09-Jun-2017 12:27 PM BST,TMVY80711EJJY,MZA1Z523SF4ME,Juices & Soft Drinks,GBP,,,0.00,"Sparkling Water (79JNKF6TKVGZ4) £1.50
Diet Coke (DD786DX7C3Z9P) £1.50
Tap Water (N243HD0CPJMAA) £0.00",3.00,3.00,,,3.00,0.50,Paid
09-Jun-2017 12:27 PM BST,1WSDY3H8959X2,SXWGV1JRK92R0,Duck Curry-Com Vit Cari.39,GBP,,,8.50,,,8.50,,,8.50,1.42,Paid
09-Jun-2017 12:27 PM BST,NG1FPKDYSC4VR,SXWGV1JRK92R0,Flat Noodles With Seafood- Pho Xao Hai San.49,GBP,,,8.50,,,8.50,,,8.50,1.42,Paid
09-Jun-2017 12:27 PM BST,ZHS2TPN96E5VJ,MZA1Z523SF4ME,Satay Chicken -Ga Satay.11,GBP,,,5.95,,,5.95,,,5.95,0.99,Paid
09-Jun-2017 12:27 PM BST,ZWZXZ2RBM4BRM,MZA1Z523SF4ME,Summer Rolls Prawn-Goi Tom.3,GBP,,,4.45,,,4.45,,,4.45,0.74,Paid
09-Jun-2017 12:27 PM BST,11272MWDKCDBY,MZA1Z523SF4ME,Special Pho-Pho Dac Biet.19,GBP,,,8.50,,,8.50,,,8.50,1.42,Paid
09-Jun-2017 12:27 PM BST,XTEANJJ4B4DZY,SXWGV1JRK92R0,Flat Noodles With Prawn - Pho Xao Tom.48,GBP,,,8.50,,,8.50,,,8.50,1.42,Paid
09-Jun-2017 12:27 PM BST,ZSQPQJVBVD6GR,SXWGV1JRK92R0,Chicken Lemongrass Bun-Bun Ga Xa.31,GBP,,,7.95,,,7.95,,,7.95,1.33,Paid
09-Jun-2017 12:27 PM BST,EH6SE5W8K3XTR,SXWGV1JRK92R0,Prawn Lemongrass-Bun Tom Xa.32,GBP,,,8.50,,,8.50,,,8.50,1.42,Paid
09-Jun-2017 12:27 PM BST,EH6SE5W8K3XTR,SXWGV1JRK92R0,Prawn Lemongrass-Bun Tom Xa.32,GBP,,,8.50,,,8.50,,,8.50,1.42,Paid
09-Jun-2017 12:27 PM BST,QR8W012CV1E2J,SXWGV1JRK92R0,Salted&Peppered Spare Ribs-Suon Muoi.6,GBP,,,5.95,,,5.95,,,5.95,0.99,Paid
